"id","acronym","name","category","description","collections","hasAIApplication","isMature","concerns_data_topic","has_relevant_organization","responsible_organization","isOpen","registration","URL","formalSpec","publication","trainingResources","subclassOf","contributionDate","relatedTo","usedInBridge2AI","topic","relevantOrgNames","responsibleOrgAcronym","responsibleOrgName"
"B2AI_STANDARD:670","DiaRetDb1","Standard Diabetic Retinopathy Database Calibration level 1 dataset","Reference Data Or Dataset","89 fundus images with segmentation and annotated for different diabetic retinopathies","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","No","https://www.it.lut.fi/project/imageret/diaretdb1/",,"doi:10.5244/C.21.15",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:671","SCOP","Structural Classification of Proteins","Reference Data Or Dataset","The SCOP database, created by manual inspection and abetted by a battery of automated methods, aims to provide a detailed and comprehensive description of the structural and evolutionary relationships between all proteins whose structure is known.","[""proteindata""]","No","No","[""B2AI_TOPIC:26""]",,,"Yes","No","http://scop.mrc-lmb.cam.ac.uk/",,"doi:10.1093/nar/gkz1064",,,,,"No","[""Protein""]",,,
"B2AI_STANDARD:672","STARE","STructured Analysis of the REtina dataset","Reference Data Or Dataset","~400 raw images","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","No","http://cecas.clemson.edu/~ahoover/stare/",,"doi:10.1109/TMI.2003.815900",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:673","SBP Mosiac","Subbasal nerve plexus Mosaic","Reference Data Or Dataset","Subbasal nerve plexus Mosaic images acquired in vivo using laser-scanning confocal microscopy of the cornea in healthy subjects and type 2 diabetes mellitus subjects of the same age. Mosaics represent wide-field images of the plexus incorporating 3D nerve path data projected onto a 2D plane.","[""eyedata""]","No","No","[""B2AI_TOPIC:24""]",,,"Yes","No","https://figshare.com/collections/SBP_Mosaic_Dataset/3950197",,"doi:10.1038/s41598-018-32410-5",,,,,"No","[""Ophthalmic Imaging""]",,,
"B2AI_STANDARD:674","SUPERFAMILY","SUPERFAMILY database","Reference Data Or Dataset","A database of structural and functional annotation for all proteins and genomes. The SUPERFAMILY annotation is based on a collection of hidden Markov models, which represent structural protein domains at the SCOP superfamily level. A superfamily groups together domains which have an evolutionary relationship. The annotation is produced by scanning protein sequences from over 3,200 completely sequenced genomes against the hidden Markov models.",,"No","No","[""B2AI_TOPIC:13"", ""B2AI_TOPIC:26""]",,,"Yes","No","https://supfam.org/",,"doi:10.1093/nar/gky1130",,,,,"No","[""Genome"", ""Protein""]",,,
"B2AI_STANDARD:675","SAVEE","Surrey Audio-Visual Expressed Emotion Dataset","Reference Data Or Dataset","4 male actors in 7 different emotions, 480 British English utterances in total, including video of speaker faces.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","Yes","http://kahlan.eps.surrey.ac.uk/savee/",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:676","Tatoeba","Tatoeba dataset","Reference Data Or Dataset","A database of sentences, translations, and spoken audio for use in language learning. This download contains spoken English recorded by their community.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://tatoeba.org/eng/downloads",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:677","Ted-LIUM","Ted-LIUM corpus","Reference Data Or Dataset","Audio talks and their transcriptions available on the TED website.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://www.openslr.org/51/",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:678","TCGA","The Cancer Genome Atlas","Reference Data Or Dataset","The Cancer Genome Atlas (TCGA), a landmark cancer genomics program, molecularly characterized over 20,000 primary cancer and matched normal samples spanning 33 cancer types.",,"No","No","[""B2AI_TOPIC:5""]",,,"Yes","Yes","https://www.cancer.gov/about-nci/organization/ccg/research/structural-genomics/tcga",,"doi:10.1038/ng.2764",,,,,"No","[""Data""]",,,
"B2AI_STANDARD:679","RAVDESS","The Ryerson Audio-Visual Database of Emotional Speech and Song","Reference Data Or Dataset","Speech dataset. 7356 files; 24 professional actors vocalizing lexically-matched statements and songs in a neutral North American accent.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://zenodo.org/record/1188976#.XrC7a5NKjOR",,"doi:10.1371/journal.pone.0196391",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:680","TIMIT","TIMIT Acoustic-Phonetic Continuous Speech Corpus","Reference Data Or Dataset","Recordings of 630 speakers of eight major dialects of American English, each reading ten phonetically rich sentences. It includes time-aligned orthographic, phonetic and word transcriptions as well as a speech waveform file for each utterance.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"No","Yes","https://catalog.ldc.upenn.edu/LDC93S1",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:681","TESS","Toronto emotional speech set","Reference Data Or Dataset","Speech dataset. 2800 recordings by 2 actresses.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://tspace.library.utoronto.ca/handle/1807/24487","https://borealisdata.ca/dataset.xhtml?persistentId=doi:10.5683/SP2/E8H2MF",,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:682","VIVAE","Variably Intense Vocalizations of Affect and Emotion Corpus","Reference Data Or Dataset","Human non-speech emotion vocalizations.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://zenodo.org/record/4066235",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:683","VOiCES","Voices Obscured in Complex Environmental Settings Dataset","Reference Data Or Dataset","A speech dataset targeting acoustically challenging and reverberant environments with robust labels and truth data for transcription, denoising, and speaker identification.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No","https://iqtlabs.github.io/voices/",,,,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:684","VoxPopuli","VoxPopuli","Reference Data Or Dataset","100K hours of unlabelled speech data for 23 languages, 1.8K hours of transcribed speech data for 16 languages, and 17.3K hours of speech-to-speech interpretation data for 16x15 directions.","[""speechdata""]","No","No","[""B2AI_TOPIC:36""]",,,"Yes","No",,"https://github.com/facebookresearch/voxpopuli","doi:10.18653/v1/2021.acl-long.80",,,,,"No","[""Voice""]",,,
"B2AI_STANDARD:685","WHODrug","WHODrug medicinal information dictionary","Reference Data Or Dataset","WHODrug contains individual trade names, active ingredients and additional information such as marketing authorisation holder, country of sale, pharmaceutical form and strength. All related medications are linked using a structured WHODrug alphanumeric code, connecting trade names and variation of the ingredient with the active moiety of the ingredient.","[""drugdata""]","No","No","[""B2AI_TOPIC:8""]",,,"Yes","Yes","https://who-umc.org/whodrug/whodrug-global/","https://who-umc.org/whodrug/whodrug-global/applications/download-area/","doi:10.1007/s43441-020-00130-6",,,,,"No","[""Drug""]",,,
"B2AI_STANDARD:686","WikiPathways","WikiPathways database","Reference Data Or Dataset","WikiPathways is a database of biological pathways maintained by and for the scientific community.",,"No","No","[""B2AI_TOPIC:21""]",,,"Yes","No","https://www.wikipathways.org/index.php/WikiPathways",,"doi:10.1093/nar/gkaa1024",,,,,"No","[""Networks And Pathways""]",,,
"B2AI_STANDARD:687","Gupta2021","A DICOM Standard Pipeline for Microscope Imaging Modalities","Reference Implementation","This paper proposed a pipeline for the integration of multiple microscopy imaging modalities into the PACS-DICOM universe, including the numerous metadata elements. A proof-of-concept system was developed, for validation purposes, and integrated with the Dicoogle open-source PACS, providing image storage, metadata indexing and visualization.","[""has_ai_application""]","Yes","No","[""B2AI_TOPIC:19""]","[""B2AI_ORG:25""]",,"No","Yes",,,"doi:10.1109/ISCC53001.2021.9631529","[""B2AI_STANDARD:849""]",,,,"No","[""Microscale Imaging""]","[""DICOM""]",,
"B2AI_STANDARD:688","MukhiyaLamo2021","An HL7 FHIR and GraphQL approach for interoperability between heterogeneous Electronic Health Record systems","Reference Implementation","...we offer an architecture that utilizes a resource server based on GraphQL and HL7 FHIR that establishes communication between two heterogeneous EHRs. This paper describes how the proposed architecture is implemented to achieve interoperability between two heterogeneous EHRs, HL7 FHIR and OpenMRS. The presented approach establishes secure communication between the EHRs and provides accurate mappings that enable timely health information exchange between EHRs.",,"No","No","[""B2AI_TOPIC:9""]","[""B2AI_ORG:40""]",,"Yes","No",,,"doi:10.1177/14604582211043920","[""B2AI_STANDARD:845"", ""B2AI_STANDARD:846"", ""B2AI_STANDARD:847"", ""B2AI_STANDARD:850""]",,,"[""B2AI_STANDARD:109""]","No","[""EHR""]","[""HL7""]",,
"B2AI_STANDARD:689","Tapuria2018","Comparison and transformation between CDISC ODM and EN13606 EHR standards in connecting EHR data with clinical trial research data","Reference Implementation","This work investigates the mapping and data interoperability between healthcare and research standards - EN13606 used for the EHRs and the Clinical Data Interchange Standards Consortium Operational Data Model (CDISC ODM) used for clinical research.",,"No","No","[""B2AI_TOPIC:4"", ""B2AI_TOPIC:9""]","[""B2AI_ORG:15"", ""B2AI_ORG:79""]",,"Yes","No",,,"doi:10.1177/2055207618777676",,,,"[""B2AI_STANDARD:48""]","No","[""Clinical Observations"", ""EHR""]","[""CDISC"", ""openEHR""]",,
"B2AI_STANDARD:690","Biderman2022","Datasheet for the Pile","Reference Implementation","This datasheet describes the Pile, a 825 GiB dataset of human-authored text compiled by EleutherAI for use in large-scale language modeling. The Pile is comprised of 22 different text sources, ranging from original scrapes done for this project, to text data made available by the data owners, to third-party scrapes available online.","[""datasheets""]","No","No","[""B2AI_TOPIC:32""]",,,"Yes","No",,,"doi:0.48550/arXiv.2201.07311",,,,,"No","[""Text""]",,,
"B2AI_STANDARD:691","Kalen2021","Design and Implementation of the Pre-Clinical DICOM Standard in Multi-Cohort Murine Studies","Reference Implementation","The small animal imaging Digital Imaging and Communications in Medicine (DICOM) acquisition context structured report (SR) was developed to incorporate pre-clinical data in an established DICOM format for rapid queries and comparison of clinical and non-clinical datasets. Established terminologies (i.e., anesthesia, mouse model nomenclature, veterinary definitions, NCI Metathesaurus) were utilized to assist in defining terms implemented in pre-clinical imaging and new codes were added to integrate the specific small animal procedures and handling processes, such as housing, biosafety level, and pre-imaging rodent preparation.","[""has_ai_application""]","Yes","No","[""B2AI_TOPIC:15""]","[""B2AI_ORG:25""]",,"Yes","No",,,"doi:10.3390/tomography7010001","[""B2AI_STANDARD:849""]",,,"[""B2AI_STANDARD:691""]","No","[""Image""]","[""DICOM""]",,
"B2AI_STANDARD:692","Xiao2022","FHIR-Ontop-OMOP - Building clinical knowledge graphs in FHIR RDF with the OMOP Common data Model","Reference Implementation","We developed a system called FHIR-Ontop-OMOP to generate virtual clinical KGs from the OMOP relational databases. We leveraged an OMOP CDM-based Medical Information Mart for Intensive Care (MIMIC-III) data repository to evaluate the FHIR-Ontop-OMOP system in terms of the faithfulness of data transformation and the conformance of the generated CKGs to the FHIR RDF specification.","[""multimodal""]","No","No","[""B2AI_TOPIC:4""]","[""B2AI_ORG:40"", ""B2AI_ORG:76""]",,"Yes","No",,"https://github.com/fhircat/FHIROntopOMOP","doi:10.1016/j.jbi.2022.104201","[""B2AI_STANDARD:844"", ""B2AI_STANDARD:845"", ""B2AI_STANDARD:846"", ""B2AI_STANDARD:847"", ""B2AI_STANDARD:850""]",,,"[""B2AI_STANDARD:243""]","No","[""Clinical Observations""]","[""HL7"", ""OHDSI""]",,
"B2AI_STANDARD:693","Murugan2021","Genomic considerations for FHIR; eMERGE implementation lessons","Reference Implementation","The Electronic Medical Records and Genomics (eMERGE) Network’s Phase III program initially used a commercially developed XML message format for standardized and structured representation of genetic results for electronic health record (EHR) integration. In a desire to move towards a standard representation, the network created a new standardized format based upon Health Level Seven Fast Healthcare Interoperability Resources (HL7® FHIR®), to represent clinical genomics results. These new standards improve the utility of HL7® FHIR® as an international healthcare interoperability standard for management of genetic data from patients.",,"No","No","[""B2AI_TOPIC:9"", ""B2AI_TOPIC:13""]","[""B2AI_ORG:40""]",,"Yes","No",,,"doi:10.1016/j.jbi.2021.103795","[""B2AI_STANDARD:845"", ""B2AI_STANDARD:846"", ""B2AI_STANDARD:847"", ""B2AI_STANDARD:850""]",,,"[""B2AI_STANDARD:109""]","No","[""EHR"", ""Genome""]","[""HL7""]",,
"B2AI_STANDARD:694","HAPI FHIR","HAPI FHIR","Reference Implementation","A complete implementation of the HL7 FHIR standard for healthcare interoperability in Java.",,"No","No","[""B2AI_TOPIC:4""]",,,"Yes","No","https://hapifhir.io/",,,"[""B2AI_STANDARD:845"", ""B2AI_STANDARD:846"", ""B2AI_STANDARD:847"", ""B2AI_STANDARD:850""]",,,"[""B2AI_STANDARD:109""]","No","[""Clinical Observations""]",,,
"B2AI_STANDARD:695","Bradwell2022","Harmonizing units and values of quantitative data elements in a very large nationally pooled electronic health record (EHR) dataset","Reference Implementation","The National COVID Cohort Collaborative (N3C) table of laboratory measurement data—over 3.1 billion patient records and over 19 000 unique measurement concepts in the Observational Medical Outcomes Partnership (OMOP) common-data-model format from 55 data partners. We grouped ontologically similar OMOP concepts together for 52 variables relevant to COVID-19 research, and developed a unit-harmonization pipeline comprised of (1) selecting a canonical unit for each measurement variable, (2) arriving at a formula for conversion, (3) obtaining clinical review of each formula, (4) applying the formula to convert data values in each unit into the target canonical unit, and (5) removing any harmonized value that fell outside of accepted value ranges for the variable.",,"No","No","[""B2AI_TOPIC:9""]","[""B2AI_ORG:76""]",,"Yes","No",,,"doi:10.1093/jamia/ocac054",,,,"[""B2AI_STANDARD:243""]","No","[""EHR""]","[""OHDSI""]",,
"B2AI_STANDARD:696","Bönisch2022","Harvesting metadata in clinical care - a crosswalk between FHIR, OMOP, CDISC and openEHR metadata","Reference Implementation","To overcome the hurdle of disparate data sources and repositories with heterogeneous data formats a metadata crosswalk was initiated, based on existing standards. FAIR Principles were included, as well as data format specifications. The metadata crosswalk is the foundation of data provision between a Medical Data Integration Center (MeDIC) and researchers, providing a selection of metadata information for research design and requests. Based on the crosswalk, metadata items were prioritized and categorized to demonstrate that not one single predefined standard meets all requirements of a MeDIC and only a maximum data set of metadata is suitable for use. The development of a convergence format including the maximum data set is the anticipated solution for an automated transformation of metadata in a MeDIC.",,"No","No","[""B2AI_TOPIC:9""]","[""B2AI_ORG:15"", ""B2AI_ORG:40"", ""B2AI_ORG:76"", ""B2AI_ORG:79""]",,"Yes","No",,,"doi:10.1038/s41597-022-01792-7","[""B2AI_STANDARD:844"", ""B2AI_STANDARD:845"", ""B2AI_STANDARD:846"", ""B2AI_STANDARD:847"", ""B2AI_STANDARD:850""]",,,,"No","[""EHR""]","[""CDISC"", ""HL7"", ""OHDSI"", ""openEHR""]",,
"B2AI_STANDARD:697","Baskaya2019","Health4Afrika - Implementing HL7 FHIR Based Interoperability","Reference Implementation","This paper provides insights into how mHealth4Afrika is leveraging HL7 FHIR to support standards-based data exchange and interoperability between Electronic Medical Records and DHIS2. This work is currently being validated in the field.",,"No","No","[""B2AI_TOPIC:9""]","[""B2AI_ORG:40""]",,"Yes","No",,,"doi:10.3233/SHTI190175","[""B2AI_STANDARD:845"", ""B2AI_STANDARD:846"", ""B2AI_STANDARD:847"", ""B2AI_STANDARD:850""]",,,"[""B2AI_STANDARD:109""]","No","[""EHR""]","[""HL7""]",,
